"Proposal Name","Name","Inventory: Name","Account: Account Name","Unit Type"
"BLR/EW/00775/1","BLR/EW/DD/01/009","BLR/EW/DD/01/009","TINT","Dedicated Desk"
"BLR/EW/00775/1","BLR/EW/DD/01/008","BLR/EW/DD/01/008","TINT","Dedicated Desk"
"BLR/EW/00693/1","BLR/EW/PS/01/045","BLR/EW/PS/01/045","Zinier","Private Studio"
"BLR/EW/00723/1","Virtual Office","Virtual Office","Global Luxury Culture GLC LLP","Lounge+"
"BLR/EW/00631/1","Community Lounge","Community Lounge","Global Luxury Culture GLC LLP","Lounge"
"BLR/EW/00781/1","BLR/EW/PS/01/011","BLR/EW/PS/01/011","Turnip Consultancy","Private Studio"
"BLR/EW/00785/4","BLR/EW/FD/01/040","BLR/EW/FD/01/040","Hike POS Pty Ltd","Flexible Desk"
"BLR/EW/00785/4","BLR/EW/FD/01/039","BLR/EW/FD/01/039","Hike POS Pty Ltd","Flexible Desk"
"BLR/EW/00785/4","BLR/EW/FD/01/038","BLR/EW/FD/01/038","Hike POS Pty Ltd","Flexible Desk"
"BLR/EW/00785/4","BLR/EW/FD/01/037","BLR/EW/FD/01/037","Hike POS Pty Ltd","Flexible Desk"
"BLR/EW/00773/1","BLR/EW/DD/00/012","BLR/EW/DD/00/012","Programmer Resources Intl Inc.","Dedicated Desk"
"BLR/EW/00773/1","BLR/EW/DD/00/011","BLR/EW/DD/00/011","Programmer Resources Intl Inc.","Dedicated Desk"
"BLR/EW/00773/1","BLR/EW/CPB1/244.2","BLR/EW/CPB1/244.2","Programmer Resources Intl Inc.","Bike Parking"
"BLR/EW/00773/1","BLR/EW/CPB1/244.1","BLR/EW/CPB1/244.1","Programmer Resources Intl Inc.","Bike Parking"
"BLR/EW/00773/1","BLR/EW/CPB1/243.4","BLR/EW/CPB1/243.4","Programmer Resources Intl Inc.","Bike Parking"
"BLR/EW/00773/1","BLR/EW/CPB1/243.3","BLR/EW/CPB1/243.3","Programmer Resources Intl Inc.","Bike Parking"
"BLR/EW/00773/1","BLR/EW/CPB1/243.2","BLR/EW/CPB1/243.2","Programmer Resources Intl Inc.","Bike Parking"
"BLR/EW/00773/1","BLR/EW/DD/00/010","BLR/EW/DD/00/010","Programmer Resources Intl Inc.","Dedicated Desk"
"BLR/EW/00773/1","BLR/EW/DD/00/005","BLR/EW/DD/00/005","Programmer Resources Intl Inc.","Dedicated Desk"
"BLR/EW/00773/1","BLR/EW/DD/00/002","BLR/EW/DD/00/002","Programmer Resources Intl Inc.","Dedicated Desk"
"BLR/EW/00836/1","BLR/EW/FD/00/038","BLR/EW/FD/00/038","Jery Altaf","Flexible Desk"
"BLR/EW/00836/1","BLR/EW/FD/00/037","BLR/EW/FD/00/037","Jery Altaf","Flexible Desk"
"BLR/EW/00836/4","BLR/EW/FD/00/038","BLR/EW/FD/00/038","Jery Altaf","Flexible Desk"
"BLR/EW/00836/4","BLR/EW/FD/00/037","BLR/EW/FD/00/037","Jery Altaf","Flexible Desk"
"BLR/EW/00844/1","BLR/EW/PS/01/042","BLR/EW/PS/01/042","Prowareness software services","Private Studio"
"BLR/EW/00790/2","BLR/EW/PS/01/045","BLR/EW/PS/01/045","Prowareness software services","Private Studio"
"BLR/EW/00790/2","BLR/EW/PS/01/043","BLR/EW/PS/01/043","Prowareness software services","Private Studio"
"BLR/EW/00790/2","BLR/EW/CPB1/243.4","BLR/EW/CPB1/243.4","Prowareness software services","Bike Parking"
"BLR/EW/00790/2","BLR/EW/CPB1/246.3","BLR/EW/CPB1/246.3","Prowareness software services","Bike Parking"
"BLR/EW/00790/2","BLR/EW/CPB1/246.2","BLR/EW/CPB1/246.2","Prowareness software services","Bike Parking"
"BLR/EW/00790/2","BLR/EW/CPB1/246.1","BLR/EW/CPB1/246.1","Prowareness software services","Bike Parking"
"BLR/EW/00790/2","BLR/EW/CPB1/245.4","BLR/EW/CPB1/245.4","Prowareness software services","Bike Parking"
"BLR/EW/00790/2","BLR/EW/CPB1/245.3","BLR/EW/CPB1/245.3","Prowareness software services","Bike Parking"
"BLR/EW/00790/2","BLR/EW/CPB1/245.2","BLR/EW/CPB1/245.2","Prowareness software services","Bike Parking"
"BLR/EW/00790/2","BLR/EW/CPB1/245.1","BLR/EW/CPB1/245.1","Prowareness software services","Bike Parking"
"BLR/EW/00790/2","BLR/EW/CPB1/244.4","BLR/EW/CPB1/244.4","Prowareness software services","Bike Parking"
"BLR/EW/00790/2","BLR/EW/CPB1/244.3","BLR/EW/CPB1/244.3","Prowareness software services","Bike Parking"
"BLR/EW/00790/2","BLR/EW/CPB1/244.2","BLR/EW/CPB1/244.2","Prowareness software services","Bike Parking"
"BLR/EW/00790/2","BLR/EW/CPB1/244.1","BLR/EW/CPB1/244.1","Prowareness software services","Bike Parking"
"BLR/EW/00790/2","BLR/EW/CPB2/238","BLR/EW/CPB2/238","Prowareness software services","Car Parking"
"BLR/EW/00790/2","BLR/EW/CPB2/237","BLR/EW/CPB2/237","Prowareness software services","Car Parking"
"BLR/EW/00790/2","BLR/EW/CPB2/236","BLR/EW/CPB2/236","Prowareness software services","Car Parking"
"BLR/EW/00790/2","BLR/EW/CPB2/235","BLR/EW/CPB2/235","Prowareness software services","Car Parking"
"BLR/EW/00790/2","BLR/EW/CPB2/234","BLR/EW/CPB2/234","Prowareness software services","Car Parking"
"BLR/EW/00790/2","BLR/EW/CPB2/233","BLR/EW/CPB2/233","Prowareness software services","Car Parking"
"BLR/EW/00790/2","BLR/EW/CPB2/232","BLR/EW/CPB2/232","Prowareness software services","Car Parking"
"BLR/EW/00790/2","BLR/EW/CPB2/231","BLR/EW/CPB2/231","Prowareness software services","Car Parking"
"BLR/EW/00790/2","BLR/EW/CPB2/230","BLR/EW/CPB2/230","Prowareness software services","Car Parking"
"BLR/EW/00844/2","BLR/EW/PS/02/012","BLR/EW/PS/02/012","Prowareness software services","Private Studio"
"BLR/EW/00844/2","BLR/EW/PS/02/011","BLR/EW/PS/02/011","Prowareness software services","Private Studio"
"BLR/EW/00844/2","BLR/EW/PS/02/009","BLR/EW/PS/02/009","Prowareness software services","Private Studio"
"BLR/EW/00844/2","BLR/EW/PS/02/008","BLR/EW/PS/02/008","Prowareness software services","Private Studio"
"BLR/EW/00844/2","BLR/EW/PS/02/007","BLR/EW/PS/02/007","Prowareness software services","Private Studio"
"BLR/EW/00844/3","BLR/EW/CPGF/154.2","BLR/EW/CPGF/154.2","Prowareness software services","Bike Parking"
"BLR/EW/00844/3","BLR/EW/CPGF/154.1","BLR/EW/CPGF/154.1","Prowareness software services","Bike Parking"
"BLR/EW/00844/3","BLR/EW/CPGF/153.4","BLR/EW/CPGF/153.4","Prowareness software services","Bike Parking"
"BLR/EW/00844/3","BLR/EW/CPGF/153.3","BLR/EW/CPGF/153.3","Prowareness software services","Bike Parking"
"BLR/EW/00844/3","BLR/EW/CPGF/153.2","BLR/EW/CPGF/153.2","Prowareness software services","Bike Parking"
"BLR/EW/00844/3","BLR/EW/CPGF/153.1","BLR/EW/CPGF/153.1","Prowareness software services","Bike Parking"
"BLR/EW/00844/3","BLR/EW/CPGF/152.4","BLR/EW/CPGF/152.4","Prowareness software services","Bike Parking"
"BLR/EW/00844/3","BLR/EW/CPGF/152.3","BLR/EW/CPGF/152.3","Prowareness software services","Bike Parking"
"BLR/EW/00844/3","BLR/EW/PS/00/019","BLR/EW/PS/00/019","Prowareness software services","Private Studio"
"BLR/EW/00844/3","BLR/EW/PS/00/018","BLR/EW/PS/00/018","Prowareness software services","Private Studio"
"BLR/EW/00844/3","BLR/EW/PS/00/012","BLR/EW/PS/00/012","Prowareness software services","Private Studio"
"BLR/EW/00844/3","BLR/EW/CPB2/241","BLR/EW/CPB2/241","Prowareness software services","Car Parking"
"BLR/EW/00844/3","BLR/EW/CPB2/240","BLR/EW/CPB2/240","Prowareness software services","Car Parking"
"BLR/EW/00844/3","BLR/EW/CPB2/239","BLR/EW/CPB2/239","Prowareness software services","Car Parking"
"BLR/EW/00844/3","BLR/EW/CPB2/238","BLR/EW/CPB2/238","Prowareness software services","Car Parking"
"BLR/EW/00844/3","BLR/EW/CPB2/237","BLR/EW/CPB2/237","Prowareness software services","Car Parking"
"BLR/EW/02319/1","BLR/EW/CPGF/149.4","BLR/EW/CPGF/149.4","Prowareness software services","Bike Parking"
"BLR/EW/02319/1","BLR/EW/CPGF/156.4","BLR/EW/CPGF/156.4","Prowareness software services","Bike Parking"
"BLR/EW/02319/1","BLR/EW/CPGF/156.3","BLR/EW/CPGF/156.3","Prowareness software services","Bike Parking"
"BLR/EW/00790/1","BLR/EW/PS/01/045","BLR/EW/PS/01/045","Prowareness software services","Private Studio"
"BLR/EW/00790/1","BLR/EW/PS/01/043","BLR/EW/PS/01/043","Prowareness software services","Private Studio"
"BLR/EW/00790/1","BLR/EW/PS/01/042","BLR/EW/PS/01/042","Prowareness software services","Private Studio"
"BLR/EW/00790/1","BLR/EW/PS/01/016","BLR/EW/PS/01/016","Prowareness software services","Private Studio"
"BLR/EW/01111/1","BLR/EW/PS/00/017","BLR/EW/PS/00/017","Prowareness software services","Private Studio"
"BLR/EW/00594/1","BLR/EW/FD/00/012","BLR/EW/FD/00/012","Satyam Sharma","Flexible Desk"
"BLR/EW/00570/1","Community Lounge","Community Lounge","EFlair","Lounge"
"BLR/EW/00579/3","BLR/IN/EW/FD/05/013","BLR/IN/EW/FD/05/013","Asquare Tradecon International Pvt. Ltd.","Flexible Desk"
"BLR/EW/00733/2","Community Lounge","Community Lounge","Asquare Tradecon International Pvt. Ltd.","Lounge"
"BLR/EW/00870/1","BLR/EW/PS/02/022","BLR/EW/PS/02/022","True Caller International LLP","Private Studio"
"BLR/EW/00870/1","BLR/EW/PS/02/021","BLR/EW/PS/02/021","True Caller International LLP","Private Studio"
"BLR/EW/00726/3","BLR/EW/PS/02/022","BLR/EW/PS/02/022","True Caller International LLP","Private Studio"
"BLR/EW/00726/3","BLR/EW/PS/02/021","BLR/EW/PS/02/021","True Caller International LLP","Private Studio"
"BLR/EW/01138/1","BLR/EW/CPGF/151.2","BLR/EW/CPGF/151.2","True Caller International LLP","Bike Parking"
"BLR/EW/01138/1","BLR/EW/CPGF/151.1","BLR/EW/CPGF/151.1","True Caller International LLP","Bike Parking"
"BLR/EW/01138/1","BLR/EW/CPGF/150.4","BLR/EW/CPGF/150.4","True Caller International LLP","Bike Parking"
"BLR/EW/01138/1","BLR/EW/CPGF/150.3","BLR/EW/CPGF/150.3","True Caller International LLP","Bike Parking"
"BLR/EW/01138/1","BLR/EW/CPGF/150.2","BLR/EW/CPGF/150.2","True Caller International LLP","Bike Parking"
"BLR/EW/01138/1","BLR/EW/CPGF/150.1","BLR/EW/CPGF/150.1","True Caller International LLP","Bike Parking"
"BLR/EW/01138/1","BLR/EW/CPGF/149.4","BLR/EW/CPGF/149.4","True Caller International LLP","Bike Parking"
"BLR/EW/01138/1","BLR/EW/CPGF/149.3","BLR/EW/CPGF/149.3","True Caller International LLP","Bike Parking"
"BLR/EW/01138/1","BLR/EW/CPGF/149.2","BLR/EW/CPGF/149.2","True Caller International LLP","Bike Parking"
"BLR/EW/01138/1","BLR/EW/CPGF/149.1","BLR/EW/CPGF/149.1","True Caller International LLP","Bike Parking"
"BLR/EW/01138/1","BLR/EW/CPGF/148.4","BLR/EW/CPGF/148.4","True Caller International LLP","Bike Parking"
"BLR/EW/01138/1","BLR/EW/CPGF/148.3","BLR/EW/CPGF/148.3","True Caller International LLP","Bike Parking"
"BLR/EW/01138/1","BLR/EW/CPB2/MP229","BLR/EW/CPB2/MP229","True Caller International LLP","Car Parking"
"BLR/EW/01138/1","BLR/EW/CPB2/MP227","BLR/EW/CPB2/MP227","True Caller International LLP","Car Parking"
"BLR/EW/01138/1","BLR/EW/CPB2/MP225","BLR/EW/CPB2/MP225","True Caller International LLP","Car Parking"
"BLR/EW/01138/1","BLR/EW/CPB2/MP223","BLR/EW/CPB2/MP223","True Caller International LLP","Car Parking"
"BLR/EW/01138/1","BLR/EW/CPB2/MP221","BLR/EW/CPB2/MP221","True Caller International LLP","Car Parking"
"BLR/EW/01138/1","BLR/EW/CPB2/MP218","BLR/EW/CPB2/MP218","True Caller International LLP","Car Parking"
"BLR/EW/01138/1","BLR/EW/CPB2/MP217","BLR/EW/CPB2/MP217","True Caller International LLP","Car Parking"
"BLR/EW/01138/1","BLR/EW/CPB2/MP215","BLR/EW/CPB2/MP215","True Caller International LLP","Car Parking"
"BLR/EW/01138/1","BLR/EW/CPB2/MP213","BLR/EW/CPB2/MP213","True Caller International LLP","Car Parking"
"BLR/EW/00726/2","BLR/EW/PS/01/045","BLR/EW/PS/01/045","True Caller International LLP","Private Studio"
"BLR/EW/00726/2","BLR/EW/PS/01/043","BLR/EW/PS/01/043","True Caller International LLP","Private Studio"
"BLR/EW/00726/2","BLR/EW/PS/01/042","BLR/EW/PS/01/042","True Caller International LLP","Private Studio"
"BLR/EW/00726/2","BLR/EW/PS/01/016","BLR/EW/PS/01/016","True Caller International LLP","Private Studio"
"BLR/EW/00726/2","BLR/EW/FD/01/033","BLR/EW/FD/01/033","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/2","BLR/EW/FD/01/032","BLR/EW/FD/01/032","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/2","BLR/EW/FD/01/031","BLR/EW/FD/01/031","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/2","BLR/EW/FD/01/030","BLR/EW/FD/01/030","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/2","BLR/EW/FD/01/029","BLR/EW/FD/01/029","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/2","BLR/EW/FD/01/028","BLR/EW/FD/01/028","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/2","BLR/EW/FD/01/027","BLR/EW/FD/01/027","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/2","BLR/EW/FD/01/026","BLR/EW/FD/01/026","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/2","BLR/EW/FD/01/025","BLR/EW/FD/01/025","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/2","BLR/EW/FD/01/024","BLR/EW/FD/01/024","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/2","BLR/EW/FD/01/023","BLR/EW/FD/01/023","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/2","BLR/EW/FD/01/022","BLR/EW/FD/01/022","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/2","BLR/EW/FD/01/021","BLR/EW/FD/01/021","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/2","BLR/EW/FD/01/020","BLR/EW/FD/01/020","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/2","BLR/EW/FD/01/008","BLR/EW/FD/01/008","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/2","BLR/EW/FD/01/007","BLR/EW/FD/01/007","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/2","BLR/EW/FD/01/006","BLR/EW/FD/01/006","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/2","BLR/EW/FD/01/005","BLR/EW/FD/01/005","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/2","BLR/EW/FD/01/004","BLR/EW/FD/01/004","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/030","BLR/EW/FD/00/030","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/029","BLR/EW/FD/00/029","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/028","BLR/EW/FD/00/028","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/027","BLR/EW/FD/00/027","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/026","BLR/EW/FD/00/026","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/025","BLR/EW/FD/00/025","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/024","BLR/EW/FD/00/024","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/023","BLR/EW/FD/00/023","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/022","BLR/EW/FD/00/022","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/021","BLR/EW/FD/00/021","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/020","BLR/EW/FD/00/020","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/019","BLR/EW/FD/00/019","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/018","BLR/EW/FD/00/018","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/017","BLR/EW/FD/00/017","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/016","BLR/EW/FD/00/016","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/015","BLR/EW/FD/00/015","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/014","BLR/EW/FD/00/014","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/013","BLR/EW/FD/00/013","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/012","BLR/EW/FD/00/012","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/011","BLR/EW/FD/00/011","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/010","BLR/EW/FD/00/010","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/009","BLR/EW/FD/00/009","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/008","BLR/EW/FD/00/008","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/007","BLR/EW/FD/00/007","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/006","BLR/EW/FD/00/006","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/005","BLR/EW/FD/00/005","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/004","BLR/EW/FD/00/004","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/003","BLR/EW/FD/00/003","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/002","BLR/EW/FD/00/002","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/FD/00/001","BLR/EW/FD/00/001","True Caller International LLP","Flexible Desk"
"BLR/EW/00726/1","BLR/EW/PS/01/045","BLR/EW/PS/01/045","True Caller International LLP","Private Studio"
"BLR/EW/00726/1","BLR/EW/PS/01/043","BLR/EW/PS/01/043","True Caller International LLP","Private Studio"
"BLR/EW/00726/1","BLR/EW/PS/01/042","BLR/EW/PS/01/042","True Caller International LLP","Private Studio"
"BLR/EW/00726/1","BLR/EW/PS/01/016","BLR/EW/PS/01/016","True Caller International LLP","Private Studio"
"BLR/EW/01331/1","BLR/EW/DD/02/068","BLR/EW/DD/02/068","True Caller International LLP","Dedicated Desk"
"BLR/EW/01331/1","BLR/EW/DD/02/067","BLR/EW/DD/02/067","True Caller International LLP","Dedicated Desk"
"BLR/EW/01331/1","BLR/EW/DD/02/066","BLR/EW/DD/02/066","True Caller International LLP","Dedicated Desk"
"BLR/EW/01331/1","BLR/EW/DD/02/065","BLR/EW/DD/02/065","True Caller International LLP","Dedicated Desk"
"BLR/EW/01331/1","BLR/EW/DD/02/064","BLR/EW/DD/02/064","True Caller International LLP","Dedicated Desk"
"BLR/EW/01331/1","BLR/EW/DD/02/063","BLR/EW/DD/02/063","True Caller International LLP","Dedicated Desk"
"BLR/EW/01331/1","BLR/EW/DD/02/062","BLR/EW/DD/02/062","True Caller International LLP","Dedicated Desk"
"BLR/EW/01331/1","BLR/EW/DD/02/061","BLR/EW/DD/02/061","True Caller International LLP","Dedicated Desk"
"BLR/EW/01331/1","BLR/EW/DD/02/060","BLR/EW/DD/02/060","True Caller International LLP","Dedicated Desk"
"BLR/EW/01331/1","BLR/EW/DD/02/059","BLR/EW/DD/02/059","True Caller International LLP","Dedicated Desk"
"BLR/EW/01331/1","BLR/EW/DD/02/058","BLR/EW/DD/02/058","True Caller International LLP","Dedicated Desk"
"BLR/EW/01331/1","BLR/EW/DD/02/057","BLR/EW/DD/02/057","True Caller International LLP","Dedicated Desk"
"BLR/EW/01908/1","BLR/EW/PS/02/023","BLR/EW/PS/02/023","True Caller International LLP","Private Studio"
"BLR/EW/00740/3","BLR/IN/EW/FD/05/029","BLR/IN/EW/FD/05/029","Open Financial Technologies Pvt Ltd","Flexible Desk"
"BLR/EW/00740/3","BLR/IN/EW/FD/05/028","BLR/IN/EW/FD/05/028","Open Financial Technologies Pvt Ltd","Flexible Desk"
"BLR/EW/00740/3","BLR/IN/EW/FD/05/027","BLR/IN/EW/FD/05/027","Open Financial Technologies Pvt Ltd","Flexible Desk"
"BLR/EW/00740/3","BLR/IN/EW/FD/05/026","BLR/IN/EW/FD/05/026","Open Financial Technologies Pvt Ltd","Flexible Desk"
"BLR/EW/00740/3","BLR/IN/EW/FD/05/025","BLR/IN/EW/FD/05/025","Open Financial Technologies Pvt Ltd","Flexible Desk"
"BLR/EW/00740/3","BLR/IN/EW/FD/05/024","BLR/IN/EW/FD/05/024","Open Financial Technologies Pvt Ltd","Flexible Desk"
"BLR/EW/00740/3","BLR/IN/EW/FD/05/023","BLR/IN/EW/FD/05/023","Open Financial Technologies Pvt Ltd","Flexible Desk"
"BLR/EW/00740/3","BLR/IN/EW/FD/05/020","BLR/IN/EW/FD/05/020","Open Financial Technologies Pvt Ltd","Flexible Desk"
"BLR/EW/00740/3","BLR/IN/EW/FD/05/018","BLR/IN/EW/FD/05/018","Open Financial Technologies Pvt Ltd","Flexible Desk"
"BLR/EW/00740/3","BLR/IN/EW/FD/05/022","BLR/IN/EW/FD/05/022","Open Financial Technologies Pvt Ltd","Flexible Desk"
"BLR/IN/00721/2","BLR/IN/EW/FD/05/019","BLR/IN/EW/FD/05/019","PLL Enterprise Pvt Ltd","Flexible Desk"
"BLR/EW/00730/1","BLR/EW/IN/DD/00/018","BLR/EW/IN/DD/00/018","INK INc","Dedicated Desk"
"BLR/EW/00267/1","BLR/EW/DD/01/001","BLR/EW/DD/01/001","mypad.in","Dedicated Desk"
"BLR/EW/00704/1","BLR/EW/FD/01/003","BLR/EW/FD/01/003","mypad.in","Flexible Desk"
"BLR/EW/00517/5","BLR/EW/DD/02/050","BLR/EW/DD/02/050","Thoughtspot Inc.","Dedicated Desk"
"BLR/EW/00793/1","BLR/EW/FD/00/001","BLR/EW/FD/00/001","Tripexploria","Flexible Desk"
"BLR/EW/00752/1","BLR/EW/FD/00/037","BLR/EW/FD/00/037","Bloom, The Centre For Child Development","Flexible Desk"
"BLR/EW/01169/3","BLR/EW/DD/01/032","BLR/EW/DD/01/032","Microland","Dedicated Desk"
"BLR/EW/01169/3","BLR/EW/DD/01/031","BLR/EW/DD/01/031","Microland","Dedicated Desk"
"BLR/EW/01169/3","BLR/EW/DD/01/030","BLR/EW/DD/01/030","Microland","Dedicated Desk"
"BLR/EW/01169/3","BLR/EW/DD/01/029","BLR/EW/DD/01/029","Microland","Dedicated Desk"
"BLR/EW/01169/3","BLR/EW/DD/01/028","BLR/EW/DD/01/028","Microland","Dedicated Desk"
"BLR/EW/01169/3","BLR/EW/DD/01/027","BLR/EW/DD/01/027","Microland","Dedicated Desk"
"BLR/EW/01169/3","BLR/EW/IN/PS/00/003","BLR/EW/IN/PS/00/003","Microland","Private Studio"
"BLR/EW/00591/2","BLR/EW/PS/01/014","BLR/EW/PS/01/014","PLURALSIGHT INDIA PRIVATE LIMITED","Private Studio"
"BLR/EW/00591/2","BLR/EW/PS/01/040","BLR/EW/PS/01/040","PLURALSIGHT INDIA PRIVATE LIMITED","Private Studio"
"BLR/EW/00591/2","BLR/EW/PS/01/027","BLR/EW/PS/01/027","PLURALSIGHT INDIA PRIVATE LIMITED","Private Studio"
"BLR/EW/00591/2","BLR/EW/PS/01/024","BLR/EW/PS/01/024","PLURALSIGHT INDIA PRIVATE LIMITED","Private Studio"
"BLR/EW/00587/2","BLR/EW/BP3/004.3","BLR/EW/BP3/004.3","DCMN","Bike Parking"
"BLR/EW/00587/2","BLR/EW/BP3/004.2","BLR/EW/BP3/004.2","DCMN","Bike Parking"
"BLR/EW/00587/2","BLR/EW/BP3/004.4","BLR/EW/BP3/004.4","DCMN","Bike Parking"
"BLR/EW/00587/2","BLR/EW/BP3/004.1","BLR/EW/BP3/004.1","DCMN","Bike Parking"
"BLR/EW/00587/2","BLR/EW/CP3/242","BLR/EW/CP3/242","DCMN","Car Parking"
"BLR/EW/00587/2","BLR/EW/CP3/241","BLR/EW/CP3/241","DCMN","Car Parking"
"BLR/EW/00587/2","BLR/EW/PS/01/046","BLR/EW/PS/01/046","DCMN","Private Studio"
"BLR/EW/00587/4","BLR/EW/PS/01/004","BLR/EW/PS/01/004","DCMN","Private Studio"
"BLR/EW/00587/4","BLR/EW/CP3/247","BLR/EW/CP3/247","DCMN","Car Parking"
"BLR/EW/00587/4","BLR/EW/CP3/246","BLR/EW/CP3/246","DCMN","Car Parking"
"BLR/EW/00587/4","BLR/EW/CP3/245","BLR/EW/CP3/245","DCMN","Car Parking"
"BLR/EW/00587/4","BLR/EW/CP3/244","BLR/EW/CP3/244","DCMN","Car Parking"
"BLR/EW/00587/3","BLR/EW/PS/01/004","BLR/EW/PS/01/004","DCMN","Private Studio"
"BLR/EW/00587/3","BLR/EW/CP3/247","BLR/EW/CP3/247","DCMN","Car Parking"
"BLR/EW/00587/3","BLR/EW/CP3/246","BLR/EW/CP3/246","DCMN","Car Parking"
"BLR/EW/00587/3","BLR/EW/CP3/245","BLR/EW/CP3/245","DCMN","Car Parking"
"BLR/EW/00587/3","BLR/EW/CP3/244","BLR/EW/CP3/244","DCMN","Car Parking"
"BLR/EW/00595/1","BLR/EW/FD/00/015","BLR/EW/FD/00/015","TEAPOD Consultancy Services LLP","Flexible Desk"
"BLR/EW/00178/1","BLR/EW/CP3/012","BLR/EW/CP3/012","Ernst & Young","Car Parking"
"BLR/EW/00178/1","BLR/EW/BP3/001.3","BLR/EW/BP3/001.3","Ernst & Young","Bike Parking"
"BLR/EW/00178/1","BLR/EW/PS/00/013","BLR/EW/PS/00/013","Ernst & Young","Private Studio"
"BLR/EW/00178/1","BLR/EW/PS/00/010","BLR/EW/PS/00/010","Ernst & Young","Private Studio"
"BLR/EW/00178/1","BLR/EW/PS/00/009","BLR/EW/PS/00/009","Ernst & Young","Private Studio"
"BLR/EW/00178/1","BLR/EW/PS/00/008","BLR/EW/PS/00/008","Ernst & Young","Private Studio"
"BLR/EW/00178/1","BLR/EW/PS/00/012","BLR/EW/PS/00/012","Ernst & Young","Private Studio"
"BLR/EW/00178/1","BLR/EW/PS/00/011","BLR/EW/PS/00/011","Ernst & Young","Private Studio"
"BLR/EW/00178/1","BLR/EW/PS/00/007","BLR/EW/PS/00/007","Ernst & Young","Private Studio"
"BLR/EW/00178/1","BLR/EW/PS/00/006","BLR/EW/PS/00/006","Ernst & Young","Private Studio"
"BLR/EW/00178/1","BLR/EW/PS/00/005","BLR/EW/PS/00/005","Ernst & Young","Private Studio"
"BLR/EW/00178/1","BLR/EW/PS/00/004","BLR/EW/PS/00/004","Ernst & Young","Private Studio"
